"Start Date","End Date","Area","Pollster","Client","Party","Voting Intention"
"2022-10-20","2022-10-20","Great Britain","Omnisis","NA","SNP","4"
"2022-10-20","2022-10-20","Great Britain","Omnisis","NA","Reform UK","3"
"2022-10-19","2022-10-19","Great Britain","Redfield &amp; Wilton","NA","Labour","55"
"2022-10-18","2022-10-19","Great Britain","Survation","NA","Labour","52"
"2022-10-18","2022-10-19","United Kingdom","Survation","NA","Labour","52"
"2022-10-18","2022-10-19","Great Britain","Survation","NA","Conservative","23"
"2022-10-18","2022-10-19","United Kingdom","Survation","NA","Conservative","23"
"2022-10-19","2022-10-19","Great Britain","Redfield &amp; Wilton","NA","Conservative","19"
"2022-10-19","2022-10-19","Great Britain","Redfield &amp; Wilton","NA","Liberal Democrats","12"
"2022-10-18","2022-10-19","Great Britain","Survation","NA","Liberal Democrats","11"
"2022-10-18","2022-10-19","United Kingdom","Survation","NA","Liberal Democrats","11"
"2022-10-18","2022-10-19","Great Britain","Survation","NA","SNP","4"
"2022-10-18","2022-10-19","United Kingdom","Survation","NA","SNP","4"
"2022-10-19","2022-10-19","Great Britain","Redfield &amp; Wilton","NA","Green Party","4"
"2022-10-19","2022-10-19","Great Britain","Redfield &amp; Wilton","NA","Reform UK","4"
"2022-10-19","2022-10-19","Great Britain","Redfield &amp; Wilton","NA","SNP","4"
"2022-10-18","2022-10-19","Great Britain","Survation","NA","Green Party","3"
"2022-10-18","2022-10-19","United Kingdom","Survation","NA","Green Party","3"
"2022-10-18","2022-10-19","Great Britain","Survation","NA","Reform UK","2"
"2022-10-18","2022-10-19","United Kingdom","Survation","NA","Reform UK","2"
"2022-10-13","2022-10-17","Great Britain","Deltapoll","NA","Labour","55"
"2022-10-13","2022-10-17","Great Britain","Deltapoll","NA","Conservative","23"
"2022-10-13","2022-10-17","Great Britain","Deltapoll","NA","Liberal Democrats","7"
"2022-10-13","2022-10-17","Great Britain","Deltapoll","NA","Green Party","4"
"2022-10-13","2022-10-17","Great Britain","Deltapoll","NA","SNP","4"
"2022-10-13","2022-10-17","Great Britain","Deltapoll","NA","Reform UK","3"
"2022-10-16","2022-10-16","Great Britain","Redfield &amp; Wilton","NA","Labour","56"
"2022-10-14","2022-10-16","Great Britain","Savanta ComRes","NA","Labour","52"
"2022-10-14","2022-10-16","United Kingdom","Savanta ComRes","NA","Labour","52"
"2022-10-14","2022-10-16","Great Britain","Savanta ComRes","NA","Conservative","22"
"2022-10-14","2022-10-16","United Kingdom","Savanta ComRes","NA","Conservative","22"
"2022-10-16","2022-10-16","Great Britain","Redfield &amp; Wilton","NA","Conservative","20"
"2022-10-14","2022-10-16","Great Britain","Savanta ComRes","NA","Liberal Democrats","11"
"2022-10-14","2022-10-16","United Kingdom","Savanta ComRes","NA","Liberal Democrats","11"
"2022-10-16","2022-10-16","Great Britain","Redfield &amp; Wilton","NA","Liberal Democrats","11"
"2022-10-16","2022-10-16","Great Britain","Redfield &amp; Wilton","NA","Green Party","5"
"2022-10-14","2022-10-16","Great Britain","Savanta ComRes","NA","SNP","4"
"2022-10-14","2022-10-16","United Kingdom","Savanta ComRes","NA","SNP","4"
"2022-10-16","2022-10-16","Great Britain","Redfield &amp; Wilton","NA","SNP","4"
"2022-10-14","2022-10-16","Great Britain","Savanta ComRes","NA","Green Party","2"
"2022-10-14","2022-10-16","United Kingdom","Savanta ComRes","NA","Green Party","2"
"2022-10-16","2022-10-16","Great Britain","Redfield &amp; Wilton","NA","Reform UK","2"
"2022-10-13","2022-10-14","Great Britain","Omnisis","NA","Labour","49"
"2022-10-13","2022-10-14","Great Britain","Omnisis","NA","Conservative","28"
"2022-10-13","2022-10-14","Great Britain","Omnisis","NA","Liberal Democrats","10"
"2022-10-13","2022-10-14","Great Britain","Omnisis","NA","Green Party","5"
"2022-10-13","2022-10-14","Great Britain","Omnisis","NA","SNP","3"
"2022-10-13","2022-10-14","Great Britain","Omnisis","NA","Reform UK","2"
"2022-10-13","2022-10-13","Great Britain","Redfield &amp; Wilton","NA","Labour","53"
"2022-10-12","2022-10-13","Great Britain","Techne","NA","Labour","49"
"2022-10-12","2022-10-13","United Kingdom","Techne","NA","Labour","49"
"2022-10-12","2022-10-13","Great Britain","Techne","NA","Conservative","25"
"2022-10-12","2022-10-13","United Kingdom","Techne","NA","Conservative","25"
"2022-10-13","2022-10-13","Great Britain","Redfield &amp; Wilton","NA","Conservative","24"
"2022-10-13","2022-10-13","Great Britain","Redfield &amp; Wilton","NA","Liberal Democrats","13"
"2022-10-12","2022-10-13","Great Britain","Techne","NA","Liberal Democrats","11"
"2022-10-12","2022-10-13","United Kingdom","Techne","NA","Liberal Democrats","11"
"2022-10-12","2022-10-13","Great Britain","Techne","NA","Green Party","6"
"2022-10-12","2022-10-13","United Kingdom","Techne","NA","Green Party","6"
"2022-10-12","2022-10-13","Great Britain","Techne","NA","SNP","4"
"2022-10-12","2022-10-13","United Kingdom","Techne","NA","SNP","4"
"2022-10-13","2022-10-13","Great Britain","Redfield &amp; Wilton","NA","SNP","4"
"2022-10-13","2022-10-13","Great Britain","Redfield &amp; Wilton","NA","Green Party","3"
"2022-10-13","2022-10-13","Great Britain","Redfield &amp; Wilton","NA","Reform UK","2"
"2022-10-12","2022-10-12","Great Britain","PeoplePolling","GB News","Labour","53"
"2022-10-11","2022-10-12","Great Britain","YouGov","Times","Labour","51"
"2022-10-05","2022-10-12","Great Britain","Ipsos-MORI","Evening Standard","Labour","47"
"2022-10-05","2022-10-12","Great Britain","Ipsos-MORI","Evening Standard","Conservative","26"
"2022-10-11","2022-10-12","Great Britain","YouGov","Times","Conservative","23"
"2022-10-12","2022-10-12","Great Britain","PeoplePolling","GB News","Conservative","19"
"2022-10-05","2022-10-12","Great Britain","Ipsos-MORI","Evening Standard","Liberal Democrats","10"
"2022-10-11","2022-10-12","Great Britain","YouGov","Times","Liberal Democrats","9"
"2022-10-05","2022-10-12","Great Britain","Ipsos-MORI","Evening Standard","Green Party","8"
"2022-10-12","2022-10-12","Great Britain","PeoplePolling","GB News","Liberal Democrats","8"
"2022-10-11","2022-10-12","Great Britain","YouGov","Times","Green Party","7"
"2022-10-12","2022-10-12","Great Britain","PeoplePolling","GB News","Green Party","6"
"2022-10-12","2022-10-12","Great Britain","PeoplePolling","GB News","SNP","6"
"2022-10-11","2022-10-12","Great Britain","YouGov","Times","SNP","5"
"2022-10-05","2022-10-12","Great Britain","Ipsos-MORI","Evening Standard","SNP","4"
"2022-10-12","2022-10-12","Great Britain","PeoplePolling","GB News","Reform UK","4"
"2022-10-11","2022-10-12","Great Britain","YouGov","Times","Reform UK","3"
"2022-10-05","2022-10-12","Great Britain","Ipsos-MORI","Evening Standard","Reform UK","2"
"2022-10-07","2022-10-11","Scotland","Norstat","Alba Party","SNP","42"
"2022-10-07","2022-10-11","Scotland","Norstat","Alba Party","Labour","30"
"2022-10-07","2022-10-11","Scotland","Norstat","Alba Party","Conservative","16"
"2022-10-07","2022-10-11","Scotland","Norstat","Alba Party","Liberal Democrats","6"
"2022-10-07","2022-10-11","Scotland","Norstat","Alba Party","Green Party","2"
"2022-10-09","2022-10-09","Great Britain","Redfield &amp; Wilton","NA","Labour","54"
"2022-10-07","2022-10-09","Great Britain","Savanta ComRes","NA","Labour","51"
"2022-10-07","2022-10-09","United Kingdom","Savanta ComRes","NA","Labour","51"
"2022-10-09","2022-10-09","Great Britain","Redfield &amp; Wilton","NA","Conservative","25"
"2022-10-07","2022-10-09","Great Britain","Savanta ComRes","NA","Conservative","23"
"2022-10-07","2022-10-09","United Kingdom","Savanta ComRes","NA","Conservative","23"
"2022-10-07","2022-10-09","Great Britain","Savanta ComRes","NA","Liberal Democrats","10"
"2022-10-07","2022-10-09","United Kingdom","Savanta ComRes","NA","Liberal Democrats","10"
"2022-10-09","2022-10-09","Great Britain","Redfield &amp; Wilton","NA","Liberal Democrats","10"
"2022-10-07","2022-10-09","Great Britain","Savanta ComRes","NA","Green Party","4"
"2022-10-07","2022-10-09","Great Britain","Savanta ComRes","NA","SNP","4"
"2022-10-07","2022-10-09","United Kingdom","Savanta ComRes","NA","Green Party","4"
"2022-10-07","2022-10-09","United Kingdom","Savanta ComRes","NA","SNP","4"
"2022-10-09","2022-10-09","Great Britain","Redfield &amp; Wilton","NA","Green Party","4"
"2022-10-09","2022-10-09","Great Britain","Redfield &amp; Wilton","NA","Reform UK","3"
"2022-10-09","2022-10-09","Great Britain","Redfield &amp; Wilton","NA","SNP","3"
"2022-10-06","2022-10-07","Great Britain","YouGov","Times","Labour","52"
"2022-10-06","2022-10-07","Great Britain","Deltapoll","NA","Labour","51"
"2022-10-06","2022-10-07","Great Britain","Omnisis","NA","Labour","51"
"2022-10-05","2022-10-07","Great Britain","Opinium","Observer","Labour","47"
"2022-10-05","2022-10-07","United Kingdom","Opinium","Observer","Labour","47"
"2022-10-05","2022-10-07","Scotland","Norstat","Sunday Times","SNP","45"
"2022-10-05","2022-10-07","Scotland","Norstat","Sunday Times","Labour","30"
"2022-10-05","2022-10-07","Great Britain","Opinium","Observer","Conservative","26"
"2022-10-05","2022-10-07","United Kingdom","Opinium","Observer","Conservative","26"
"2022-10-06","2022-10-07","Great Britain","Deltapoll","NA","Conservative","26"
"2022-10-06","2022-10-07","Great Britain","Omnisis","NA","Conservative","24"
"2022-10-06","2022-10-07","Great Britain","YouGov","Times","Conservative","22"
"2022-10-05","2022-10-07","Scotland","Norstat","Sunday Times","Conservative","15"
"2022-10-05","2022-10-07","Great Britain","Opinium","Observer","Liberal Democrats","11"
"2022-10-05","2022-10-07","United Kingdom","Opinium","Observer","Liberal Democrats","11"
"2022-10-06","2022-10-07","Great Britain","Omnisis","NA","Liberal Democrats","10"
"2022-10-06","2022-10-07","Great Britain","Deltapoll","NA","Liberal Democrats","9"
"2022-10-06","2022-10-07","Great Britain","YouGov","Times","Liberal Democrats","9"
"2022-10-05","2022-10-07","Great Britain","Opinium","Observer","Green Party","6"
"2022-10-05","2022-10-07","United Kingdom","Opinium","Observer","Green Party","6"
"2022-10-06","2022-10-07","Great Britain","YouGov","Times","Green Party","6"
"2022-10-05","2022-10-07","Scotland","Norstat","Sunday Times","Liberal Democrats","5"
"2022-10-06","2022-10-07","Great Britain","Omnisis","NA","Green Party","5"
"2022-10-06","2022-10-07","Great Britain","YouGov","Times","Reform UK","5"
"2022-10-06","2022-10-07","Great Britain","YouGov","Times","SNP","5"
"2022-10-06","2022-10-07","Great Britain","Deltapoll","NA","Green Party","4"
"2022-10-06","2022-10-07","Great Britain","Deltapoll","NA","SNP","4"
"2022-10-06","2022-10-07","Great Britain","Omnisis","NA","Reform UK","4"
"2022-10-05","2022-10-07","Great Britain","Opinium","Observer","SNP","3"
"2022-10-05","2022-10-07","United Kingdom","Opinium","Observer","SNP","3"
"2022-10-06","2022-10-07","Great Britain","Omnisis","NA","SNP","3"
"2022-10-06","2022-10-07","Great Britain","Deltapoll","NA","Reform UK","2"
"2022-10-06","2022-10-06","Great Britain","PeoplePolling","GB News","Labour","52"
"2022-10-05","2022-10-06","Great Britain","Techne","NA","Labour","48"
"2022-10-05","2022-10-06","United Kingdom","Techne","NA","Labour","48"
"2022-10-05","2022-10-06","Great Britain","Techne","NA","Conservative","26"
"2022-10-05","2022-10-06","United Kingdom","Techne","NA","Conservative","26"
"2022-10-06","2022-10-06","Great Britain","PeoplePolling","GB News","Conservative","20"
"2022-10-05","2022-10-06","Great Britain","Techne","NA","Liberal Democrats","10"
"2022-10-05","2022-10-06","United Kingdom","Techne","NA","Liberal Democrats","10"
"2022-10-06","2022-10-06","Great Britain","PeoplePolling","GB News","Liberal Democrats","8"
"2022-10-06","2022-10-06","Great Britain","PeoplePolling","GB News","Green Party","7"
"2022-10-05","2022-10-06","Great Britain","Techne","NA","Green Party","6"
"2022-10-05","2022-10-06","United Kingdom","Techne","NA","Green Party","6"
"2022-10-06","2022-10-06","Great Britain","PeoplePolling","GB News","SNP","5"
"2022-10-05","2022-10-06","Great Britain","Techne","NA","SNP","4"
"2022-10-05","2022-10-06","United Kingdom","Techne","NA","SNP","4"
"2022-10-06","2022-10-06","Great Britain","PeoplePolling","GB News","Reform UK","4"
"2022-10-05","2022-10-05","Great Britain","Redfield &amp; Wilton","NA","Labour","52"
"2022-10-05","2022-10-05","Great Britain","Redfield &amp; Wilton","NA","Conservative","24"
"2022-10-05","2022-10-05","Great Britain","Redfield &amp; Wilton","NA","Liberal Democrats","10"
"2022-10-05","2022-10-05","Great Britain","Redfield &amp; Wilton","NA","Green Party","5"
"2022-10-05","2022-10-05","Great Britain","Redfield &amp; Wilton","NA","SNP","4"
"2022-10-05","2022-10-05","Great Britain","Redfield &amp; Wilton","NA","Reform UK","3"
"2022-09-30","2022-10-04","Wales","Survation","38 Degrees","Labour","51"
"2022-09-30","2022-10-04","Scotland","Savanta ComRes","Scotsman","SNP","46"
"2022-09-30","2022-10-04","Scotland","YouGov","Times","SNP","45"
"2022-09-30","2022-10-04","Scotland","YouGov","Times","Labour","31"
"2022-09-30","2022-10-04","Scotland","Savanta ComRes","Scotsman","Labour","30"
"2022-09-30","2022-10-04","Wales","Survation","38 Degrees","Conservative","24"
"2022-09-30","2022-10-04","Scotland","Savanta ComRes","Scotsman","Conservative","15"
"2022-09-30","2022-10-04","Wales","Survation","38 Degrees","Plaid Cymru","13"
"2022-09-30","2022-10-04","Scotland","YouGov","Times","Conservative","12"
"2022-09-30","2022-10-04","Scotland","Savanta ComRes","Scotsman","Liberal Democrats","8"
"2022-09-30","2022-10-04","Scotland","YouGov","Times","Liberal Democrats","7"
"2022-09-30","2022-10-04","Wales","Survation","38 Degrees","Liberal Democrats","6"
"2022-09-30","2022-10-04","Scotland","YouGov","Times","Green Party","3"
"2022-10-02","2022-10-02","Great Britain","Redfield &amp; Wilton","NA","Labour","52"
"2022-09-30","2022-10-02","Great Britain","Savanta ComRes","NA","Labour","50"
"2022-09-30","2022-10-02","United Kingdom","Savanta ComRes","NA","Labour","50"
"2022-09-30","2022-10-02","Great Britain","Savanta ComRes","NA","Conservative","25"
"2022-09-30","2022-10-02","United Kingdom","Savanta ComRes","NA","Conservative","25"
"2022-10-02","2022-10-02","Great Britain","Redfield &amp; Wilton","NA","Conservative","24"
"2022-09-30","2022-10-02","Great Britain","Savanta ComRes","NA","Liberal Democrats","11"
"2022-09-30","2022-10-02","United Kingdom","Savanta ComRes","NA","Liberal Democrats","11"
"2022-10-02","2022-10-02","Great Britain","Redfield &amp; Wilton","NA","Liberal Democrats","10"
"2022-10-02","2022-10-02","Great Britain","Redfield &amp; Wilton","NA","Green Party","5"
"2022-10-02","2022-10-02","Great Britain","Redfield &amp; Wilton","NA","SNP","5"
"2022-09-30","2022-10-02","Great Britain","Savanta ComRes","NA","Green Party","3"
"2022-09-30","2022-10-02","Great Britain","Savanta ComRes","NA","SNP","3"
"2022-09-30","2022-10-02","United Kingdom","Savanta ComRes","NA","Green Party","3"
"2022-09-30","2022-10-02","United Kingdom","Savanta ComRes","NA","SNP","3"
"2022-10-02","2022-10-02","Great Britain","Redfield &amp; Wilton","NA","Reform UK","3"
"2022-09-29","2022-09-30","Great Britain","Omnisis","NA","Labour","55"
"2022-09-29","2022-09-30","Great Britain","Opinium","Observer","Labour","46"
"2022-09-29","2022-09-30","United Kingdom","Opinium","Observer","Labour","46"
"2022-09-29","2022-09-30","Great Britain","Opinium","Observer","Conservative","27"
"2022-09-29","2022-09-30","United Kingdom","Opinium","Observer","Conservative","27"
"2022-09-29","2022-09-30","Great Britain","Omnisis","NA","Conservative","23"
"2022-09-29","2022-09-30","Great Britain","Opinium","Observer","Liberal Democrats","9"
"2022-09-29","2022-09-30","United Kingdom","Opinium","Observer","Liberal Democrats","9"
"2022-09-29","2022-09-30","Great Britain","Omnisis","NA","Liberal Democrats","7"
"2022-09-29","2022-09-30","Great Britain","Opinium","Observer","Green Party","6"
"2022-09-29","2022-09-30","United Kingdom","Opinium","Observer","Green Party","6"
"2022-09-29","2022-09-30","Great Britain","Omnisis","NA","Green Party","5"
"2022-09-29","2022-09-30","Great Britain","Omnisis","NA","SNP","5"
"2022-09-29","2022-09-30","Great Britain","Opinium","Observer","SNP","4"
"2022-09-29","2022-09-30","United Kingdom","Opinium","Observer","SNP","4"
"2022-09-29","2022-09-30","Great Britain","Omnisis","NA","Reform UK","3"
"2022-09-28","2022-09-29","Great Britain","YouGov","Times","Labour","54"
"2022-09-28","2022-09-29","Great Britain","PeoplePolling","GB News","Labour","50"
"2022-09-29","2022-09-29","Great Britain","Survation","NA","Labour","49"
"2022-09-29","2022-09-29","United Kingdom","Survation","NA","Labour","49"
"2022-09-27","2022-09-29","Great Britain","Deltapoll","Daily Mirror","Labour","48"
"2022-09-27","2022-09-29","Great Britain","BMG","NA","Labour","47"
"2022-09-28","2022-09-29","Great Britain","Techne","NA","Labour","47"
"2022-09-28","2022-09-29","United Kingdom","Techne","NA","Labour","47"
"2022-09-28","2022-09-29","Great Britain","Redfield &amp; Wilton","NA","Labour","46"
"2022-09-28","2022-09-29","Scotland","Survation","Scotland in Union","SNP","44"
"2022-09-28","2022-09-29","Scotland","Survation","Scotland in Union","Labour","31"
"2022-09-27","2022-09-29","Great Britain","BMG","NA","Conservative","30"
"2022-09-27","2022-09-29","Great Britain","Deltapoll","Daily Mirror","Conservative","29"
